"","Date","remarks","Si","site.name"
"62","1985-07-16",NA,0.0560867435,"ALBION"
"63","1985-07-18",NA,0.3411545685,"ALBION"
"64","1985-07-22",NA,0.1261881515,"ALBION"
"65","1985-07-25",NA,0.046734272,"ALBION"
"66","1985-07-29",NA,0.556149071,"ALBION"
"67","1985-08-01",NA,0.331802097,"ALBION"
"68","1985-08-08",NA,0.588840593,"ALBION"
"69","1985-08-15",NA,0.401903505,"ALBION"
"70","1985-08-22",NA,0.299110575,"ALBION"
"71","1985-08-29",NA,0.537444128,"ALBION"
"72","1985-09-05",NA,0.299110575,"ALBION"
"73","1985-09-12",NA,0.4766951915,"ALBION"
"74","1985-09-19",NA,0.1729224235,"ALBION"
"75","1985-09-26",NA,0.2009517525,"ALBION"
"76","1985-10-03",NA,0.205642031,"ALBION"
"77","1985-10-17",NA,0.719719023,"ALBION"
"78","1985-10-31",NA,0.472004913,"ALBION"
"79","1985-11-28",NA,0.7337336875,"ALBION"
"80","1985-12-27",NA,1.000124655,"ALBION"
"81","1986-01-07",NA,1.000124655,"ALBION"
"82","1986-01-14",NA,0.958052576,"ALBION"
"83","1986-01-30",NA,0.7571008235,"ALBION"
"84","1986-03-06",NA,0.607545536,"ALBION"
"85","1986-03-27",NA,0.607545536,"ALBION"
"86","1986-05-01",NA,1.261825344,"ALBION"
"87","1986-05-08",NA,1.074888256,"ALBION"
"88","1986-05-15",NA,0.981419712,"ALBION"
"89","1986-05-22",NA,0.5981930645,"ALBION"
"90","1986-06-05",NA,0.7804679595,"ALBION"
"91","1986-06-12",NA,0.630912672,"ALBION"
"92","1986-06-19",NA,0.556149071,"ALBION"
"93","1986-06-26",NA,0.705676273,"ALBION"
"94","1986-07-03",NA,0.9253329685,"ALBION"
"95","1986-07-10",NA,0.5514587925,"ALBION"
"96","1986-07-17",NA,0.5748259285,"ALBION"
"97","1986-07-24",NA,0.439313391,"ALBION"
"98","1986-07-31",NA,0.3411545685,"ALBION"
"99","1986-08-07",NA,0.542106321,"ALBION"
"100","1986-08-14",NA,0.6869994155,"ALBION"
"101","1986-08-21",NA,0.448637777,"ALBION"
"102","1986-08-28",NA,0.191599281,"ALBION"
"103","1986-09-04",NA,0.238333553,"ALBION"
"104","1986-09-11",NA,0.23367136,"ALBION"
"105","1986-09-18",NA,0.088806351,"ALBION"
"106","1986-09-25",NA,0.392579119,"ALBION"
"107","1986-10-02",NA,0.845879089,"ALBION"
"108","1986-10-16",NA,1.046858927,"ALBION"
"109","1986-10-30",NA,1.289854673,"ALBION"
"110","1986-11-28",NA,0.588840593,"ALBION"
"111","1986-12-30",NA,0.883288975,"ALBION"
"112","1987-01-08",NA,0.602883343,"ALBION"
"113","1987-01-29",NA,1.1309749995,"ALBION"
"114","1987-02-26",NA,0.93468544,"ALBION"
"115","1987-03-26",NA,0.841216896,"ALBION"
"116","1987-04-30",NA,1.336588945,"ALBION"
"117","1987-05-07",NA,1.0889029205,"ALBION"
"118","1987-05-14",NA,0.472004913,"ALBION"
"119","1987-05-21",NA,0.2009517525,"ALBION"
"120","1987-05-28",NA,0.813187567,"ALBION"
"121","1987-06-04",NA,0.5841784,"ALBION"
"122","1987-06-11",NA,0.046734272,"ALBION"
"123","1987-06-18",NA,0.841216896,"ALBION"
"124","1987-06-25",NA,2.523650688,"ALBION"
"125","1987-07-09",NA,0.794482624,"ALBION"
"126","1987-07-23",NA,0.6636322795,"ALBION"
"127","1987-08-06",NA,0.7150287445,"ALBION"
"128","1987-08-20",NA,0.799144817,"ALBION"
"129","1987-10-29",NA,0.930023247,"ALBION"
"130","1988-05-17",NA,0.677646944,"ALBION"
"131","1988-05-26",NA,0.5841784,"ALBION"
"132","1988-06-02",NA,0.766453295,"ALBION"
"133","1988-06-16",NA,0.588840593,"ALBION"
"134","1988-06-30",NA,0.420608448,"ALBION"
"135","1988-07-14",NA,0.607545536,"ALBION"
"136","1988-07-28",NA,0.46734272,"ALBION"
"137","1988-08-11",NA,0.70101408,"ALBION"
"138","1988-09-08",NA,0.23367136,"ALBION"
"139","1988-09-22",NA,0.373874176,"ALBION"
"140","1988-10-06",NA,0.93468544,"ALBION"
"141","1988-11-01",NA,0.280405632,"ALBION"
"142","1988-12-01",NA,0.70101408,"ALBION"
"143","1988-12-29",NA,0.841216896,"ALBION"
"144","1989-01-26",NA,0.6449273365,"ALBION"
"145","1989-03-02",NA,0.8038350955,"ALBION"
"146","1989-03-30",NA,0.8785986965,"ALBION"
"147","1989-04-27",NA,0.981419712,"ALBION"
"148","1989-05-18",NA,1.032816177,"ALBION"
"149","1989-05-25",NA,0.989845362,"ALBION"
"150","1989-06-08",NA,0.953390383,"ALBION"
"151","1989-06-22",NA,0.6084723575,"ALBION"
"152","1989-07-06",NA,0.4051895085,"ALBION"
"153","1989-07-20",NA,0.446784134,"ALBION"
"154","1989-08-03",NA,0.271530614,"ALBION"
"155","1989-08-17",NA,0.366852801,"ALBION"
"156","1989-08-31",NA,0.4491152305,"ALBION"
"157","1989-09-14",NA,0.461276252,"ALBION"
"158","1989-09-28",NA,0.3467716685,"ALBION"
"159","1989-10-26",NA,0.9089872075,"ALBION"
"160","1989-12-28",NA,1.184702561,"ALBION"
"161","1990-02-07",NA,1.124880446,"ALBION"
"162","1990-03-27",NA,1.2038849575,"ALBION"
"163","1990-04-25",NA,1.222561815,"ALBION"
"164","1990-05-10",NA,1.1576000535,"ALBION"
"165","1990-05-18",NA,1.152460407,"ALBION"
"166","1990-05-29",NA,0.928618972,"ALBION"
"167","1990-05-31",NA,1.0099264945,"ALBION"
"168","1990-06-07",NA,0.7542922735,"ALBION"
"169","1990-06-21",NA,0.521547735,"ALBION"
"170","1990-07-05",NA,0.3906973905,"ALBION"
"171","1990-07-19",NA,0.465938445,"ALBION"
"172","1990-08-02",NA,0.4327694695,"ALBION"
"173","1990-08-16",NA,0.543061228,"ALBION"
"174","1990-08-30",NA,0.566428364,"ALBION"
"175","1990-09-13",NA,0.4388359375,"ALBION"
"176","1990-10-04",NA,0.5383709495,"ALBION"
"177","1990-11-01",NA,0.680455494,"ALBION"
"178","1990-11-29",NA,0.5626929925,"ALBION"
"179","1990-12-28",NA,0.5879137715,"ALBION"
"180","1991-02-01",NA,1.08747056,"ALBION"
"181","1991-03-01",NA,1.042252905,"ALBION"
"182","1991-03-29",NA,1.050116845,"ALBION"
"183","1991-05-03",NA,1.25148988,"ALBION"
"184","1991-05-17",NA,1.746075535,"ALBION"
"185","1991-05-24",NA,1.954469945,"ALBION"
"186","1991-05-31",NA,1.612388555,"ALBION"
"187","1991-06-06",NA,1.575877405,"ALBION"
"188","1991-06-13",NA,1.531502315,"ALBION"
"189","1991-06-27",NA,1.011920565,"ALBION"
"190","1991-07-11",NA,0.654673005,"ALBION"
"191","1991-07-23",NA,0.602433975,"ALBION"
"192","1991-08-08",NA,0.554688625,"ALBION"
"193","1991-08-22",NA,0.591199775,"ALBION"
"194","1991-09-05",NA,0.700171515,"ALBION"
"195","1991-09-19",NA,0.802964445,"ALBION"
"196","1991-10-03",NA,0.966422055,"ALBION"
"197","1991-10-24",NA,1.224808655,"ALBION"
"198","1991-10-31",NA,1.177625015,"ALBION"
"199","1991-11-28",NA,1.03017614,"ALBION"
"200","1992-05-28",NA,2.05698202,"ALBION"
"201","1992-06-04",NA,2.48893701,"ALBION"
"202","1992-06-11",NA,2.5220779,"ALBION"
"203","1992-06-18",NA,2.888031965,"ALBION"
"204","1992-06-25",NA,1.166952525,"ALBION"
"205","1992-07-02",NA,0.99085644,"ALBION"
"206","1992-07-09",NA,0.683881925,"ALBION"
"207","1992-07-23",NA,0.98186908,"ALBION"
"208","1992-08-04",NA,0.916991575,"ALBION"
"209","1992-08-13",NA,1.065844725,"ALBION"
"210","1992-08-27",NA,0.87402076,"ALBION"
"211","1992-09-10",NA,0.970915735,"ALBION"
"212","1992-09-24",NA,0.979903095,"ALBION"
"213","1992-10-08",NA,0.825994555,"ALBION"
"214","1992-10-22",NA,0.765891585,"ALBION"
"215","1992-11-12",NA,0.90210626,"ALBION"
"216","1992-11-26",NA,0.85604604,"ALBION"
"217","1992-12-10",NA,3.28094811,"ALBION"
"218","1992-12-29",NA,3.578935265,"ALBION"
"219","1993-01-05",NA,4.954001345,"ALBION"
"220","1993-01-29",NA,2.468996305,"ALBION"
"221","1993-03-01",NA,4.026056425,"ALBION"
"222","1993-03-26",NA,1.412981505,"ALBION"
"223","1993-04-30",NA,1.98901511,"ALBION"
"224","1993-05-12",NA,1.92891214,"ALBION"
"225","1993-05-20",NA,1.755062895,"ALBION"
"226","1993-05-27",NA,1.689904535,"ALBION"
"227","1993-06-03",NA,1.71995602,"ALBION"
"228","1993-06-10",NA,1.99800247,"ALBION"
"229","1993-06-17",NA,1.7300668,"ALBION"
"230","1993-06-24",NA,1.48010585,"ALBION"
"231","1993-07-01",NA,1.75309691,"ALBION"
"232","1993-07-08",NA,2.02103258,"ALBION"
"233","1993-07-15",NA,0.999001235,"ALBION"
"234","1993-07-22",NA,0.48700257,"ALBION"
"235","1993-07-29",NA,0.73808694,"ALBION"
"236","1993-08-05",NA,0.165985305,"ALBION"
"237","1993-08-12",NA,0.658604975,"ALBION"
"238","1993-08-19",NA,0.55103751,"ALBION"
"239","1993-08-26",NA,0.456951085,"ALBION"
"240","1993-09-02",NA,0.28759552,"ALBION"
"241","1993-09-09",NA,0.39488213,"ALBION"
"242","1993-09-23",NA,0.63585572,"ALBION"
"243","1993-09-30",NA,0.563114275,"ALBION"
"244","1993-10-07",NA,0.622093825,"ALBION"
"245","1993-10-14",NA,0.697924675,"ALBION"
"246","1993-10-28",NA,0.597940295,"ALBION"
"247","1993-11-11",NA,0.606927655,"ALBION"
"248","1993-11-25",NA,0.567046245,"ALBION"
"249","1993-12-16",NA,0.556935465,"ALBION"
"250","1993-12-30",NA,0.620970405,"ALBION"
"251","1994-01-11",NA,0.565922825,"ALBION"
"252","1994-01-28",NA,0.581088995,"ALBION"
"253","1994-03-04",NA,0.681073375,"ALBION"
"254","1994-03-25",NA,0.297987155,"ALBION"
"255","1994-04-08",NA,0.532781935,"ALBION"
"256","1994-05-02",NA,1.175939885,"ALBION"
"257","1994-05-11",NA,1.691027955,"ALBION"
"258","1994-05-17",NA,1.766858805,"ALBION"
"259","1994-05-19",NA,1.76601624,"ALBION"
"260","1994-05-26",NA,1.75197349,"ALBION"
"261","1994-06-02",NA,1.62390361,"ALBION"
"262","1994-06-09",NA,1.78679951,"ALBION"
"263","1994-06-16",NA,1.45202035,"ALBION"
"264","1994-06-23",NA,0.797909055,"ALBION"
"265","1994-06-30",NA,0.78190032,"ALBION"
"266","1994-07-07",NA,0.78302374,"ALBION"
"267","1994-07-14",NA,0.7639256,"ALBION"
"268","1994-07-21",NA,0.73303155,"ALBION"
"269","1994-07-28",NA,0.674894565,"ALBION"
"270","1994-08-04",NA,0.59204234,"ALBION"
"271","1994-08-11",NA,0.743984895,"ALBION"
"272","1994-08-18",NA,0.6010297,"ALBION"
"273","1994-08-25",NA,0.73303155,"ALBION"
"274","1994-09-01",NA,0.795662215,"ALBION"
"275","1994-09-08",NA,0.77572151,"ALBION"
"276","1994-09-15",NA,0.7639256,"ALBION"
"277","1994-09-22",NA,0.80212188,"ALBION"
"278","1994-09-29",NA,0.790045115,"ALBION"
"279","1994-10-13",NA,1.06893413,"ALBION"
"280","1994-10-13",NA,1.075955505,"ALBION"
"281","1994-10-27",NA,1.2469962,"ALBION"
"282","1994-10-27",NA,1.26890289,"ALBION"
"283","1994-11-24",NA,0.970915735,"ALBION"
"284","1994-12-08",NA,0.829926525,"ALBION"
"285","1994-12-22",NA,0.870931355,"ALBION"
"286","1994-12-22",NA,0.884974105,"ALBION"
"287","1994-12-29",NA,0.819254035,"ALBION"
"288","1994-12-29",NA,0.812513515,"ALBION"
"289","1995-01-05",NA,0.83582448,"ALBION"
"290","1995-02-03",NA,0.851271505,"ALBION"
"291","1995-02-03",NA,0.859135445,"ALBION"
"292","1995-03-29",NA,0.80830069,"ALBION"
"293","1995-04-28",NA,0.92457466,"ALBION"
"294","1995-05-05",NA,1.038320935,"ALBION"
"295","1995-05-12",NA,0.989452165,"ALBION"
"296","1995-05-19",NA,1.15824602,"ALBION"
"297","1995-05-23",NA,1.220876685,"ALBION"
"298","1995-05-31",NA,1.237166275,"ALBION"
"299","1995-06-08",NA,1.504540235,"ALBION"
"300","1995-06-15",NA,1.51437016,"ALBION"
"301","1995-06-22",NA,1.44808838,"ALBION"
"302","1995-06-29",NA,1.14139472,"ALBION"
"303","1995-07-06",NA,1.355687085,"ALBION"
"304","1995-07-13",NA,1.15262892,"ALBION"
"305","1995-07-20",NA,0.887220945,"ALBION"
"306","1995-07-27",NA,0.864752545,"ALBION"
"307","1995-08-03",NA,0.705226905,"ALBION"
"308","1995-08-10",NA,0.462568185,"ALBION"
"309","1995-08-17",NA,0.33028548,"ALBION"
"310","1995-08-24",NA,0.30500853,"ALBION"
"311","1995-08-31",NA,0.30557024,"ALBION"
"312","1995-09-07",NA,0.39038845,"ALBION"
"313","1995-09-14",NA,0.42465276,"ALBION"
"314","1995-09-21",NA,0.414822835,"ALBION"
"315","1995-09-28",NA,0.64147282,"ALBION"
"316","1995-10-05",NA,0.473802385,"ALBION"
"317","1995-10-30",NA,0.695677835,"ALBION"
"318","1995-12-04",NA,0.700171515,"ALBION"
"319","1995-12-04",NA,0.76224047,"ALBION"
"320","1996-01-08",NA,0.84649697,"ALBION"
"321","1996-02-12",NA,0.407520605,"ALBION"
"322","1996-02-12",NA,0.40386949,"ALBION"
"323","1996-03-06",NA,1.676985205,"ALBION"
"324","1996-03-21",NA,0.24771411,"ALBION"
"325","1996-03-21",NA,0.24322043,"ALBION"
"326","1996-04-02",NA,0.766453295,"ALBION"
"327","1996-05-03",NA,0.63922598,"ALBION"
"328","1996-05-16",NA,1.220314975,"ALBION"
"329","1996-05-23",NA,1.15656089,"ALBION"
"330","1996-05-30",NA,1.02455904,"ALBION"
"331","1996-06-06",NA,1.209642485,"ALBION"
"332","1996-06-13",NA,1.303448055,"ALBION"
"333","1996-06-20",NA,0.984958485,"ALBION"
"334","1996-06-27",NA,0.818692325,"ALBION"
"335","1996-07-04",NA,0.73078471,"ALBION"
"336","1996-07-11",NA,0.39600555,"ALBION"
"337","1996-07-18",NA,0.424933615,"ALBION"
"338","1996-07-25",NA,0.50216874,"ALBION"
"339","1996-08-01",NA,0.37746912,"ALBION"
"340","1996-08-08",NA,0.407520605,"ALBION"
"341","1996-08-15",NA,0.41285685,"ALBION"
"342","1996-08-22",NA,0.428303875,"ALBION"
"343","1996-08-29",NA,0.491777105,"ALBION"
"344","1996-08-29",NA,0.494023945,"ALBION"
"345","1996-09-10",NA,0.490653685,"ALBION"
"346","1996-09-24",NA,0.687252185,"ALBION"
"347","1996-10-01",NA,0.755780805,"ALBION"
"348","1996-10-08",NA,0.66057096,"ALBION"
"349","1996-11-05",NA,0.91390217,"ALBION"
"350","1996-11-19",NA,1.186612375,"ALBION"
"351","1996-12-03",NA,1.115275205,"ALBION"
"352","1996-12-31",NA,0.62462152,"ALBION"
"353","1997-01-30",NA,0.957996405,"ALBION"
"354","1997-02-27",NA,1.248400475,"ALBION"
"355","1997-03-26",NA,1.35989991,"ALBION"
"356","1997-04-29",NA,1.515212725,"ALBION"
"357","1997-05-12",NA,1.83173631,"ALBION"
"358","1997-05-21",NA,1.88285192,"ALBION"
"359","1997-05-29",NA,1.852238725,"ALBION"
"360","1997-06-05",NA,1.920767345,"ALBION"
"361","1997-06-12",NA,1.93509095,"ALBION"
"362","1997-06-19",NA,1.334903815,"ALBION"
"363","1997-06-26",NA,1.30260549,"ALBION"
"364","1997-07-03",NA,1.18801665,"ALBION"
"365","1997-07-10",NA,1.001809785,"ALBION"
"366","1997-07-17",NA,0.91895756,"ALBION"
"367","1997-07-24",NA,0.733312405,"ALBION"
"368","1997-07-31",NA,0.71674196,"ALBION"
"369","1997-08-07",NA,0.716461105,"ALBION"
"370","1997-08-14",NA,0.82852225,"ALBION"
"371","1997-08-21",NA,0.8706505,"ALBION"
"372","1997-08-28",NA,0.96501778,"ALBION"
"373","1997-09-04",NA,0.843407565,"ALBION"
"374","1997-09-11",NA,0.883850685,"ALBION"
"375","1997-09-18",NA,1.031018705,"ALBION"
"376","1997-09-25",NA,0.925978935,"ALBION"
"377","1997-10-02",NA,0.87795273,"ALBION"
"378","1997-10-09",NA,0.88019957,"ALBION"
"379","1997-10-23",NA,1.155156615,"ALBION"
"380","1997-11-06",NA,1.07567465,"ALBION"
"381","1997-11-28",NA,1.07398952,"ALBION"
"382","1997-12-18",NA,1.26216237,"ALBION"
"383","1997-12-23",NA,1.119207175,"ALBION"
"384","1998-01-15",NA,1.062474465,"ALBION"
"385","1998-01-29",NA,1.106849555,"ALBION"
"386","1998-02-12",NA,1.042814615,"ALBION"
"387","1998-02-26",NA,1.246153635,"ALBION"
"388","1998-03-26",NA,1.20542966,"ALBION"
"389","1998-04-09",NA,1.056857365,"ALBION"
"390","1998-04-30",NA,1.127071115,"ALBION"
"391","1998-05-07",NA,1.435449905,"ALBION"
"392","1998-05-28",NA,1.414104925,"ALBION"
"393","1998-06-04",NA,1.456794885,"ALBION"
"394","1998-06-11",NA,1.45763745,"ALBION"
"395","1998-06-18",NA,1.220314975,"ALBION"
"396","1998-06-25",NA,1.21385531,"ALBION"
"397","1998-07-02",NA,1.04983599,"ALBION"
"398","1998-07-09",NA,1.057980785,"ALBION"
"399","1998-07-16",NA,0.974285995,"ALBION"
"400","1998-07-23",NA,0.95097503,"ALBION"
"401","1998-07-30",NA,0.909689345,"ALBION"
"402","1998-08-06",NA,0.98074566,"ALBION"
"403","1998-08-13",NA,0.974285995,"ALBION"
"404","1998-08-20",NA,0.90940849,"ALBION"
"405","1998-08-27",NA,0.78190032,"ALBION"
"406","1998-09-03",NA,0.710844005,"ALBION"
"407","1998-09-10",NA,0.67742226,"ALBION"
"408","1998-09-17",NA,0.695677835,"ALBION"
"409","1998-09-24",NA,0.72853787,"ALBION"
"410","1998-10-01",NA,0.7358401,"ALBION"
"411","1998-10-08",NA,0.82515199,"ALBION"
"412","1998-10-22",NA,1.57503484,"ALBION"
"413","1998-10-29",NA,1.645529445,"ALBION"
"414","1998-11-26",NA,1.441067005,"ALBION"
"415","1999-02-04",NA,1.166390815,"ALBION"
"416","1999-02-25",NA,0.77853006,"ALBION"
"417","1999-03-25",NA,1.299516085,"ALBION"
"418","1999-04-29",NA,1.413543215,"ALBION"
"419","1999-05-06",NA,1.4885315,"ALBION"
"420","1999-05-11",NA,1.61716309,"ALBION"
"421","1999-05-20",NA,1.84914932,"ALBION"
"422","1999-05-27",NA,1.89127757,"ALBION"
"423","1999-06-03",NA,1.87105601,"ALBION"
"424","1999-06-10",NA,1.842127945,"ALBION"
"425","1999-06-17",NA,1.78342925,"ALBION"
"426","1999-06-24",NA,1.91486939,"ALBION"
"427","1999-07-01",NA,1.366359575,"ALBION"
"428","1999-07-08",NA,1.22396609,"ALBION"
"429","1999-07-15",NA,1.178748435,"ALBION"
"430","1999-07-22",NA,1.069776695,"ALBION"
"431","1999-07-29",NA,1.064721305,"ALBION"
"432","1999-08-05",NA,1.086627995,"ALBION"
"433","1999-08-12",NA,1.12229658,"ALBION"
"434","1999-08-19",NA,1.18633152,"ALBION"
"435","1999-08-26",NA,1.17060364,"ALBION"
"436","1999-09-02",NA,1.16498654,"ALBION"
"437","1999-09-07",NA,1.0391635,"ALBION"
"438","1999-09-14",NA,1.33349954,"ALBION"
"439","1999-09-21",NA,1.341082625,"ALBION"
"440","1999-09-28",NA,1.32788244,"ALBION"
"441","1999-10-05",NA,1.533749155,"ALBION"
"442","1999-10-12",NA,1.05882335,"ALBION"
"443","1999-10-26",NA,1.081572605,"ALBION"
"444","1999-11-09",NA,1.18857836,"ALBION"
"445","1999-11-23",NA,1.19307204,"ALBION"
"446","1999-12-28",NA,1.164705685,"ALBION"
"447","2000-01-20",NA,1.260758095,"ALBION"
"448","2000-02-17",NA,1.21947241,"ALBION"
"449","2000-03-07",NA,1.33518467,"ALBION"
"450","2000-03-30",NA,1.37169582,"ALBION"
"451","2000-04-06",NA,1.439943585,"ALBION"
"452","2000-04-18",NA,1.515774435,"ALBION"
"453","2000-04-27",NA,1.47561217,"ALBION"
"454","2000-05-04",NA,1.50257425,"ALBION"
"455","2000-05-11",NA,1.577000825,"ALBION"
"456","2000-05-18",NA,1.667436135,"ALBION"
"457","2000-05-25",NA,1.5053828,"ALBION"
"458","2000-05-25",NA,1.520268115,"ALBION"
"459","2000-06-01",NA,1.63906978,"ALBION"
"460","2000-06-08",NA,1.261881515,"ALBION"
"461","2000-06-15",NA,1.33012928,"ALBION"
"462","2000-06-22",NA,1.287158465,"ALBION"
"463","2000-06-29",NA,1.12791368,"ALBION"
"464","2000-07-06",NA,1.04758915,"ALBION"
"465","2000-07-13",NA,1.028210155,"ALBION"
"466","2000-07-20",NA,0.99310328,"ALBION"
"467","2000-07-27",NA,0.960243245,"ALBION"
"468","2000-08-10",NA,0.888344365,"ALBION"
"469","2000-08-24",NA,0.82515199,"ALBION"
"470","2000-09-07",NA,0.74089549,"ALBION"
"471","2000-09-21",NA,0.785551435,"ALBION"
"472","2000-10-05",NA,0.71786538,"ALBION"
"473","2000-10-19",NA,0.76280218,"ALBION"
"474","2000-10-26",NA,0.849586375,"ALBION"
"475","2000-11-16",NA,0.871493065,"ALBION"
"476","2000-12-07",NA,0.975409415,"ALBION"
"477","2000-12-21",NA,1.005741755,"ALBION"
"478","2001-01-23",NA,0.82739883,"ALBION"
"479","2001-02-06",NA,0.761397905,"ALBION"
"480","2001-03-01",NA,0.7077546,"ALBION"
"481","2001-03-15",NA,0.77235125,"ALBION"
"482","2001-04-10",NA,0.847901245,"ALBION"
"483","2001-04-24",NA,1.12398171,"ALBION"
"484","2001-04-28",NA,1.06500216,"ALBION"
"485","2001-05-03",NA,1.04646573,"ALBION"
"486","2001-05-10",NA,1.59975008,"ALBION"
"487","2001-05-17",NA,1.50706793,"ALBION"
"488","2001-05-24",NA,1.724168845,"ALBION"
"489","2001-05-31",NA,1.56997945,"ALBION"
"490","2001-06-07",NA,1.420283735,"ALBION"
"491","2001-06-14",NA,1.1121858,"ALBION"
"492","2001-06-21",NA,1.010797145,"ALBION"
"493","2001-06-28",NA,0.956311275,"ALBION"
"494","2001-07-05",NA,0.923732095,"ALBION"
"495","2001-07-12",NA,0.950132465,"ALBION"
"496","2001-07-19",NA,0.954064435,"ALBION"
"497","2001-07-26",NA,0.965860345,"ALBION"
"498","2001-08-02",NA,1.012482275,"ALBION"
"499","2001-08-09",NA,1.123139145,"ALBION"
"500","2001-08-16",NA,1.040006065,"ALBION"
"501","2001-08-23",NA,1.057419075,"ALBION"
"502","2001-08-30",NA,1.03523153,"ALBION"
"503","2001-09-06",NA,1.07005755,"ALBION"
"504","2001-09-13",NA,1.2189107,"ALBION"
"505","2001-09-25",NA,1.19588059,"ALBION"
"506","2001-10-02",NA,1.165829105,"ALBION"
"507","2001-10-09",NA,1.466343955,"ALBION"
"508","2001-10-16",NA,1.446684105,"ALBION"
"509","2001-10-23",NA,1.90307348,"ALBION"
"510","2001-11-08",NA,1.400062175,"ALBION"
"511","2001-11-20",NA,1.54189395,"ALBION"
"512","2001-12-04",NA,1.446122395,"ALBION"
"513","2002-01-08",NA,1.495552875,"ALBION"
"514","2002-02-07",NA,1.569136885,"ALBION"
"515","2002-02-28",NA,1.716304905,"ALBION"
"516","2002-03-28",NA,1.68175974,"ALBION"
"517","2002-04-16",NA,1.76994821,"ALBION"
"518","2002-05-02",NA,1.86656233,"ALBION"
"519","2002-05-06",NA,1.84353222,"ALBION"
"520","2002-05-10",NA,1.907848015,"ALBION"
"521","2002-05-17",NA,1.89633296,"ALBION"
"522","2002-05-23",NA,1.91318426,"ALBION"
"523","2002-05-30",NA,1.883694485,"ALBION"
"524","2002-06-05",NA,1.92217162,"ALBION"
"525","2002-06-06",NA,1.906162885,"ALBION"
"526","2002-06-13",NA,1.8367917,"ALBION"
"527","2002-06-20",NA,1.81657014,"ALBION"
"528","2002-06-27",NA,1.759556575,"ALBION"
"529","2002-07-04",NA,1.695521635,"ALBION"
"530","2002-07-11",NA,1.684287435,"ALBION"
"531","2002-07-18",NA,1.516336145,"ALBION"
"532","2002-07-25",NA,1.39191738,"ALBION"
"533","2002-08-01",NA,1.06387874,"ALBION"
"534","2002-08-08",NA,0.80605385,"ALBION"
"535","2002-08-15",NA,0.4212825,"ALBION"
